acreage,district,price
15.0,quận thủ đức,3.2
15.0,quận thủ đức,2.2
35.0,quận thủ đức,3.5
35.0,quận thủ đức,2.5
22.0,quận thủ đức,1.5
12.0,quận thủ đức,1.3
15.0,quận thủ đức,1.7000000000000002
12.0,quận thủ đức,1.9
16.0,quận thủ đức,2.2
15.0,quận thủ đức,1.2
16.0,quận thủ đức,1.8
24.0,quận thủ đức,1.8
16.0,quận thủ đức,1.7000000000000002
17.0,quận thủ đức,2.0
15.0,quận thủ đức,2.5
14.0,quận thủ đức,0.8
28.0,quận thủ đức,2.7
28.0,quận thủ đức,2.8
31.0,quận thủ đức,3.2
24.0,quận thủ đức,3.5
16.8,quận thủ đức,2.4
12.0,quận tân phú,1.4
18.0,quận tân phú,2.5
25.0,quận tân phú,2.8
28.0,quận tân phú,3.5
12.0,quận tân phú,1.5
20.0,quận tân phú,3.3
12.0,quận tân phú,1.8
22.0,quận tân phú,2.4
30.0,quận tân phú,5.5
20.0,quận tân phú,4.0
25.0,quận tân phú,1.5
40.0,quận tân phú,4.5
25.0,quận tân phú,4.5
35.0,quận tân phú,5.0
16.0,quận tân phú,3.0
30.0,quận tân phú,4.8
25.0,quận tân phú,4.7
25.0,quận tân phú,4.8
20.0,quận tân phú,4.6
25.0,quận tân phú,2.2
34.0,quận tân phú,4.1
10.0,quận tân phú,1.5
13.0,quận tân phú,2.5
27.0,quận tân phú,3.7
30.0,quận tân phú,3.3
22.0,quận tân phú,3.6
28.0,quận tân phú,3.9
20.0,quận tân phú,1.95
25.0,quận tân phú,5.0
27.0,quận tân phú,2.8
30.0,quận tân phú,5.2
20.0,quận tân phú,2.6
20.0,quận tân phú,3.6
20.0,quận tân phú,3.2
32.0,quận tân phú,4.0
26.0,quận tân phú,3.8
18.0,quận tân phú,2.1
18.0,quận tân phú,2.2
20.0,quận tân phú,3.4
15.75,quận tân phú,2.2
24.0,quận tân phú,1.4
35.0,quận tân phú,4.5
28.0,quận tân phú,2.5
20.0,quận tân phú,3.9
24.0,quận tân phú,3.9
29.0,quận tân phú,3.7
25.0,quận tân phú,3.4
12.0,quận tân phú,1.3
24.0,quận tân phú,2.8
15.0,quận tân phú,1.7000000000000002
28.0,quận tân phú,3.8
20.0,quận tân phú,4.8
27.0,quận tân phú,3.5
28.0,quận tân phú,5.0
20.0,quận thủ đức,4.2
21.0,quận thủ đức,1.7000000000000002
26.0,quận thủ đức,2.5
20.0,quận thủ đức,2.3
33.0,quận thủ đức,4.5
27.0,quận thủ đức,3.5
25.0,quận thủ đức,1.6
20.0,quận thủ đức,3.8
16.0,quận thủ đức,3.3
30.0,quận thủ đức,2.8
28.0,quận thủ đức,3.5
22.0,quận thủ đức,3.5
17.0,quận thủ đức,2.9
30.0,quận tân phú,4.7
35.0,quận tân phú,2.5
30.0,quận thủ đức,4.4
22.0,quận tân phú,2.6
23.0,quận tân phú,3.3
26.0,quận tân phú,4.0
19.0,quận tân phú,2.6
13.0,quận tân phú,2.0
18.0,quận tân phú,3.5
35.0,quận tân phú,1.8
26.0,quận tân phú,2.9
14.0,quận tân phú,3.5
28.0,quận tân phú,2.0
20.0,quận tân phú,2.9
17.0,quận tân phú,3.7
16.0,quận tân phú,4.0
14.0,quận tân phú,1.7000000000000002
16.0,quận tân phú,2.2
24.0,quận tân phú,3.7
22.0,quận tân phú,3.1
20.0,quận tân phú,3.1
30.0,quận tân phú,3.1
16.0,quận tân phú,2.3
27.0,quận tân phú,4.4
22.0,quận tân phú,3.5
30.0,quận tân phú,5.0
35.0,quận tân phú,6.0
25.0,quận tân phú,4.3
28.0,quận tân phú,4.5
15.0,quận tân phú,1.8
16.0,quận tân phú,2.0
20.0,quận 11,1.6
18.0,quận tân phú,3.3
12.0,quận 11,1.2
18.0,quận 11,2.5
12.0,quận 11,2.3
12.0,quận 11,2.5
15.0,quận 11,2.3
25.0,quận tân phú,2.4
16.0,quận 11,2.2
20.0,quận 11,3.6
16.0,quận thủ đức,1.9
24.0,quận thủ đức,3.3
30.0,quận thủ đức,3.7
28.0,quận thủ đức,2.3
23.0,quận thủ đức,4.0
22.0,quận thủ đức,3.8
29.0,quận thủ đức,1.5
25.0,quận thủ đức,1.5
17.0,quận thủ đức,1.9
20.0,quận thủ đức,1.0
18.0,quận thủ đức,1.6
17.0,quận thủ đức,1.8
20.0,quận thủ đức,1.9
28.0,quận thủ đức,2.5
22.0,quận thủ đức,3.0
32.0,quận thủ đức,3.2
22.0,quận thủ đức,1.9
20.0,quận thủ đức,1.2
15.0,quận thủ đức,0.8
20.0,quận thủ đức,1.3
10.0,quận thủ đức,1.0
16.0,quận thủ đức,1.5
8.0,quận thủ đức,2.3
24.0,quận thủ đức,2.8
32.0,quận thủ đức,2.9
16.0,quận thủ đức,1.4
32.0,quận thủ đức,4.0
14.5,quận thủ đức,2.5
25.0,quận thủ đức,4.0
14.0,quận thủ đức,1.3
25.0,quận thủ đức,4.6
30.0,quận thủ đức,5.7
18.0,quận thủ đức,3.5
15.0,quận 11,3.0
27.0,quận thủ đức,2.5
30.0,quận thủ đức,2.9
24.0,quận thủ đức,2.7
15.0,quận thủ đức,1.5
30.0,quận thủ đức,5.0
16.0,quận 11,3.0
25.0,quận 11,2.5
25.0,quận 11,4.0
18.0,quận 11,3.2
20.0,quận 11,2.7
30.0,quận 11,3.2
12.0,quận 11,1.7000000000000002
35.0,quận 11,3.0
35.0,quận 11,3.2
30.0,quận 11,3.5
8.0,quận 11,1.0
25.0,quận 11,3.2
14.0,quận 11,2.0
27.0,quận thủ đức,2.8
25.0,quận 11,1.5
18.0,quận 11,1.7000000000000002
8.0,quận 11,1.5
12.0,quận 11,3.0
26.0,quận 11,2.3
16.0,quận 11,3.2
28.0,quận 11,3.0
28.0,quận 11,3.5
27.0,quận 11,3.7
30.0,quận 11,3.3
10.0,quận 11,2.5
25.0,quận 11,2.7
16.0,quận 11,1.5
27.0,quận 11,3.8
9.0,quận 11,1.5
40.0,quận 11,3.8
30.0,quận 11,4.0
30.0,quận 11,3.9
16.0,quận 11,2.5
15.0,quận 11,3.8
15.0,quận 11,1.7000000000000002
20.0,quận 11,2.0
28.0,quận 11,3.1
18.0,quận 11,2.9
16.0,quận 11,2.7
28.0,quận 11,4.7
12.0,huyện hóc môn,1.0
20.0,huyện hóc môn,1.8
16.0,huyện hóc môn,1.5
20.0,huyện hóc môn,2.0
20.0,huyện hóc môn,1.0
15.0,huyện hóc môn,1.2
22.0,huyện hóc môn,2.5
30.0,huyện hóc môn,2.6
24.0,huyện hóc môn,1.6
25.0,huyện hóc môn,2.5
25.0,huyện hóc môn,2.6
28.0,huyện hóc môn,2.5
12.0,huyện hóc môn,1.2
20.0,huyện hóc môn,2.2
30.0,huyện hóc môn,2.5
15.0,huyện hóc môn,1.5
14.0,huyện hóc môn,1.2
19.0,huyện hóc môn,1.2
23.0,huyện hóc môn,2.5
30.0,huyện hóc môn,2.3
30.0,huyện hóc môn,2.0
26.0,huyện hóc môn,1.3
32.0,huyện hóc môn,2.2
16.0,huyện hóc môn,1.3
12.0,huyện hóc môn,2.3
25.0,huyện hóc môn,1.4
21.0,huyện hóc môn,1.4
12.5,huyện hóc môn,0.9
18.0,huyện hóc môn,1.6
24.0,huyện hóc môn,1.3
14.0,huyện hóc môn,1.1
9.0,huyện hóc môn,0.7000000000000001
20.0,huyện hóc môn,2.5
18.0,huyện hóc môn,1.3
20.0,huyện hóc môn,1.2
9.0,huyện hóc môn,0.65
20.0,huyện hóc môn,1.5
15.0,huyện hóc môn,1.6
12.0,huyện hóc môn,1.3
25.0,huyện hóc môn,2.1
23.0,huyện hóc môn,2.1
22.0,huyện hóc môn,2.1
20.0,huyện hóc môn,2.1
9.0,huyện hóc môn,0.8
11.0,huyện hóc môn,1.3
18.0,huyện hóc môn,1.5
15.0,huyện hóc môn,3.5
16.0,huyện hóc môn,2.0
11.0,huyện hóc môn,1.0
25.0,huyện hóc môn,1.6
15.0,huyện hóc môn,1.3
15.0,huyện hóc môn,0.9
32.0,huyện hóc môn,2.0
35.0,huyện hóc môn,3.0
25.0,huyện hóc môn,1.7000000000000002
25.0,huyện hóc môn,1.9
12.0,huyện hóc môn,0.8
30.0,huyện hóc môn,3.5
22.0,huyện hóc môn,1.7000000000000002
12.0,huyện hóc môn,1.5
12.0,huyện hóc môn,1.7000000000000002
15.0,huyện hóc môn,1.7000000000000002
19.0,huyện hóc môn,1.0
20.0,huyện hóc môn,1.3
25.0,huyện hóc môn,2.2
22.0,quận 11,4.99
20.0,huyện hóc môn,1.6
20.0,huyện hóc môn,1.7000000000000002
15.0,quận 11,1.3
7.0,quận 11,2.0
35.0,quận 11,3.4
25.0,quận 11,5.2
12.0,quận 11,2.7
15.0,quận 11,2.8
36.0,quận 11,3.5
10.0,quận 11,2.2
12.0,quận 11,3.6
11.0,quận 11,2.2
24.0,quận 11,2.7
15.0,quận 11,2.5
18.0,quận 11,3.3
23.0,quận 11,3.5
24.0,quận 11,3.5
18.0,quận 11,2.3
15.0,quận 11,1.0
25.0,quận 11,1.4
26.0,quận 11,3.8
6.0,quận 11,1.0
12.0,quận 11,1.0
25.0,quận 11,2.0
13.0,quận 11,3.0
40.0,quận 11,4.0
17.0,quận 11,2.5
30.0,quận 11,4.6
18.0,quận 11,2.7
35.0,quận tân bình,3.5
35.0,quận tân bình,8.5
12.0,quận tân bình,3.0
25.0,quận tân bình,3.6
30.0,quận tân bình,6.5
30.0,quận tân bình,1.6
17.0,quận tân bình,1.6
15.0,quận tân bình,3.8
35.0,quận tân bình,4.0
18.0,quận tân bình,2.6
15.0,quận 11,2.4
25.0,quận tân bình,1.4
14.0,quận 11,2.9
20.0,quận 11,2.6
18.0,quận 11,2.4
18.0,quận 11,2.0
25.0,quận 11,4.2
25.0,quận 11,6.0
8.0,quận 11,1.6
8.0,quận 11,1.2
24.0,quận 11,3.2
22.0,quận 11,4.0
8.0,quận 11,2.0
20.0,quận 11,4.0
16.0,quận 11,1.7000000000000002
30.0,quận 11,5.0
30.0,quận 11,5.5
18.0,quận 11,2.1
20.0,quận 11,4.2
16.0,quận 11,3.6
25.0,quận 11,4.8
20.0,quận 11,3.9
15.0,quận 11,3.5
20.0,quận 11,3.2
24.0,quận 11,4.5
17.0,quận 11,3.0
30.0,quận 11,3.4
17.0,quận 11,1.7000000000000002
30.0,quận 11,2.6
16.0,quận 11,2.3
10.0,quận 11,1.7000000000000002
24.0,quận 11,3.0
35.0,quận 11,3.5
12.0,quận 11,2.2
7.0,quận 11,1.6
35.0,quận 11,6.0
40.0,quận 11,5.0
35.0,quận 11,5.5
30.0,quận 11,5.7
18.0,quận 11,4.0
35.0,quận 11,7.6
36.0,quận 11,5.0
15.0,quận 11,1.8
11.0,quận 11,1.2
20.0,quận 11,1.8
30.0,quận 11,8.5
25.0,quận 11,3.6
20.0,quận 11,4.5
28.0,quận 11,3.9
35.0,quận 11,4.0
36.0,quận 11,6.5
10.0,quận 11,2.3
16.0,quận 11,1.2
36.0,quận 11,6.0
40.0,quận 11,6.0
38.0,quận 11,4.2
10.0,quận 11,1.1
18.0,quận 11,3.7
20.0,quận 11,1.4
14.0,quận 11,2.3
13.0,quận 11,3.1
22.0,quận 11,3.6
14.0,quận 11,1.7000000000000002
14.0,quận 11,2.2
12.0,quận 11,3.5
